ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158
Major Arterial,Scarborough,43.737235,-79.245181,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,138
Major Arterial,Toronto and East York,43.653231,-79.375102,Non Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,60 to 79,Minor,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,168
Collector,Toronto and East York,43.706874,-79.392413,Non Intersection,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,174
Major Arterial,North York,43.755618,-79.436946,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,38
Minor Arterial,Scarborough,43.810435,-79.216625,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,unknown,Major,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,146
Minor Arterial,Etobicoke York,43.750025,-79.598178,Non Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,2
Minor Arterial,Toronto and East York,43.668101,-79.369525,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,71
Major Arterial,Scarborough,43.737235,-79.245181,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,138
Major Arterial,North York,43.755618,-79.436946,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,38
Major Arterial,Scarborough,43.760241,-79.222949,At Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,141
Collector,Toronto and East York,43.706874,-79.392413,Non Intersection,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,174
Major Arterial,Toronto and East York,43.653231,-79.375102,Non Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,168
Local,Etobicoke York,43.756457,-79.508296,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,25
Major Arterial,Scarborough,43.760241,-79.222949,At Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,141
Major Arterial,Scarborough,43.737235,-79.245181,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,138
Major Arterial,North York,43.755618,-79.436946,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,38
Minor Arterial,Etobicoke York,43.750025,-79.598178,Non Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,0 to 19,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,2
Minor Arterial,Scarborough,43.810435,-79.216625,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,146
Minor Arterial,North York,43.727496,-79.449474,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,31
Major Arterial,Scarborough,43.737235,-79.245181,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 79,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,138
Local,Etobicoke York,43.756457,-79.508296,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,25
Minor Arterial,Toronto and East York,43.675257,-79.320285,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,65
Major Arterial,Etobicoke York,43.752017,-79.542331,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Driver,40 to 59,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,22
Other,Toronto and East York,43.637377,-79.401897,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,163
Major Arterial,Scarborough,43.737235,-79.245181,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 79,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,138
Minor Arterial,Toronto and East York,43.675257,-79.320285,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,65
Local,Etobicoke York,43.756457,-79.508296,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,25
Major Arterial,Etobicoke York,43.702597,-79.58858,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,1
Major Arterial,North York,43.755618,-79.436946,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,38
Major Arterial,Scarborough,43.781672,-79.233852,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,142
Minor Arterial,Toronto and East York,43.675265,-79.320262,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,64
Major Arterial,Scarborough,43.737235,-79.245181,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,138
Major Arterial,Etobicoke York,43.752017,-79.542331,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Driver,over 79,Fatal,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,22
Major Arterial,Etobicoke York,43.752017,-79.542331,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Driver,40 to 59,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,22
Major Arterial,Scarborough,43.781672,-79.233852,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,142
Other,Toronto and East York,43.637377,-79.401897,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,163
Minor Arterial,Toronto and East York,43.675265,-79.320262,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,64
Minor Arterial,Toronto and East York,43.664771,-79.341571,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,70
Collector,Etobicoke York,43.697581,-79.466968,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,112
Minor Arterial,Toronto and East York,43.639735,-79.380924,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,165
Major Arterial,Scarborough,43.773932,-79.183063,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,136
Minor Arterial,Toronto and East York,43.664771,-79.341571,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,70
Other,Toronto and East York,43.637377,-79.401897,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,163
Major Arterial,Scarborough,43.781672,-79.233852,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,142
Minor Arterial,Toronto and East York,43.639735,-79.380924,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,165
Collector,Etobicoke York,43.697581,-79.466968,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,112
Major Arterial,Etobicoke York,43.703303,-79.491756,Non Intersection,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,30
Major Arterial,Etobicoke York,43.752017,-79.542331,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Driver,40 to 59,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,22
Minor Arterial,Toronto and East York,43.664771,-79.341571,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,70
Other,Toronto and East York,43.637377,-79.401897,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,163
Major Arterial,North York,43.784888,-79.416782,Other,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,50
Major Arterial,Etobicoke York,43.686537,-79.568591,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,7
Major Arterial,North York,43.784888,-79.416782,Other,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,50
Major Arterial,Etobicoke York,43.648158,-79.507747,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian,over 79,Fatal,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,16
Major Arterial,Toronto and East York,43.663756,-79.410678,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,unknown,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,79
Major Arterial,Toronto and East York,43.635432,-79.441371,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist,0 to 19,Fatal,No,Yes,No,No,No,No,No,No,No,No,No,No,No,85
Major Arterial,Etobicoke York,43.703303,-79.491756,Non Intersection,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Passenger,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,30
Major Arterial,Etobicoke York,43.686537,-79.568591,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,7
Major Arterial,North York,43.757689,-79.409946,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,153
Major Arterial,Toronto and East York,43.650595,-79.387454,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,164
Major Arterial,Etobicoke York,43.648158,-79.507747,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,16
Major Arterial,Scarborough,43.791438,-79.237788,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,146
Major Arterial,North York,43.711058,-79.391185,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,0 to 19,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,99
Major Arterial,North York,43.757689,-79.409946,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,40 to 59,Major,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,153
Major Arterial,Toronto and East York,43.663756,-79.410678,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,79
Collector,Etobicoke York,43.654845,-79.551708,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,Major,No,No,No,Yes,No,No,No,No,No,No,No,No,No,158
Major Arterial,Toronto and East York,43.650595,-79.387454,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,164
Minor Arterial,Toronto and East York,43.646239,-79.377826,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,166
Collector,North York,43.752844,-79.457706,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,over 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,34
Major Arterial,North York,43.711058,-79.391185,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Cyclist,60 to 79,Major,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,99
Major Arterial,North York,43.793036,-79.331371,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,147
Major Arterial,Toronto and East York,43.637873,-79.448924,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,85
Major Arterial,North York,43.721591,-79.41846,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,39
Major Arterial,Scarborough,43.791438,-79.237788,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,146
Minor Arterial,Toronto and East York,43.646239,-79.377826,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,166
Collector,North York,43.752844,-79.457706,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,34
Major Arterial,North York,43.711058,-79.391185,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Passenger,0 to 19,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,99
Major Arterial,North York,43.793036,-79.331371,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,0 to 19,Major,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,147
Local,Toronto and East York,43.660491,-79.370273,Non Intersection,No Control,Clear,Dark,Wet,Non-Fatal Injury,Driver,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,73
Major Arterial,North York,43.793036,-79.331371,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,147
Major Arterial,North York,43.721591,-79.41846,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 79,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,39
Minor Arterial,Toronto and East York,43.646239,-79.377826,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,166
Major Arterial,Scarborough,43.791438,-79.237788,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,146
Local,Toronto and East York,43.660491,-79.370273,Non Intersection,No Control,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,73
Major Arterial,North York,43.72465,-79.302608,At Intersection,Other,Clear,Dawn,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,120
Major Arterial,Scarborough,43.734023,-79.260021,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian,60 to 79,Fatal,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,124
Major Arterial,North York,43.755385,-79.438442,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,38
Collector,Toronto and East York,43.671492,-79.389255,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,95
Major Arterial,Toronto and East York,43.637957,-79.395633,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,165
Major Arterial,Toronto and East York,43.637957,-79.395633,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian,0 to 19,Fatal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,165
Major Arterial,Scarborough,43.81116,-79.290668,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,130
Major Arterial,North York,43.72465,-79.302608,At Intersection,Other,Clear,Dawn,Dry,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,120
Major Arterial,Scarborough,43.734023,-79.260021,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Driver,40 to 59,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,124
Major Arterial,North York,43.755385,-79.438442,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,40 to 59,Major,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,38
Collector,Toronto and East York,43.671492,-79.389255,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,95
Major Arterial,Scarborough,43.734736,-79.256801,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,124
Major Arterial,Scarborough,43.81116,-79.290668,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian,60 to 79,Fatal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,130
Minor Arterial,Toronto and East York,43.749594,-79.526996,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,25
Major Arterial,North York,43.72465,-79.302608,At Intersection,Other,Clear,Dawn,Dry,Non-Fatal Injury,Passenger,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,120
Major Arterial,Toronto and East York,43.64926,-79.484439,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Driver,60 to 79,Fatal,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,87
Collector,Toronto and East York,43.671492,-79.389255,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,95
Local,North York,43.731738,-79.465846,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,155
Major Arterial,Scarborough,43.734736,-79.256801,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,124
Major Arterial,Toronto and East York,43.633498,-79.472667,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Driver,40 to 59,Minimal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,85
Local,North York,43.771647,-79.524562,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,over 79,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,24
Minor Arterial,Toronto and East York,43.665648,-79.380916,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,167
Major Arterial,Toronto and East York,43.633498,-79.472667,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Driver,20 to 39,Fatal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,85
Major Arterial,North York,43.744078,-79.40668,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Minor,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,Toronto and East York,43.659129,-79.393443,At Intersection,Other,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,78
Major Arterial,North York,43.744078,-79.40668,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,Toronto and East York,43.64926,-79.484439,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Driver,40 to 59,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,87
Minor Arterial,Toronto and East York,43.665648,-79.380916,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,167
Major Arterial,Scarborough,43.794795,-79.196475,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,134
Major Arterial,North York,43.744078,-79.40668,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.686503,-79.401767,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,96
Major Arterial,Scarborough,43.794795,-79.196475,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Minor,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,134
Major Arterial,North York,43.774478,-79.443141,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,36
Major Arterial,Toronto and East York,43.659129,-79.393443,At Intersection,Other,Clear,Dark,Dry,Non-Fatal Injury,Passenger,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,78
Major Arterial,North York,43.744078,-79.40668,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,Toronto and East York,43.659129,-79.393443,At Intersection,Other,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,78
Major Arterial,North York,43.686503,-79.401767,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,96
Major Arterial,Scarborough,43.741065,-79.250186,At Intersection,Stop Sign,Clear,Dark,Wet,Fatal,Driver,20 to 39,Fatal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,138
Major Arterial,North York,43.774478,-79.443141,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,36
Major Arterial,North York,43.744078,-79.40668,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 79,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,40
Minor Arterial,Scarborough,43.823207,-79.263141,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,130
Minor Arterial,Toronto and East York,43.675795,-79.407451,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,96
Major Arterial,Toronto and East York,43.636943,-79.445483,Non Intersection,No Control,Clear,Dark,Wet,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,85
Collector,Scarborough,43.793753,-79.17908,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian,0 to 19,Fatal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,134
Minor Arterial,Toronto and East York,43.675795,-79.407451,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,96
Major Arterial,Scarborough,43.765731,-79.28104,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,Major,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,126
